naics_sector,fiscal_year,total,month_name,month,year
Security and Investigation Services,2012,852778.0,oct,10,2011
Services to Buildings,2012,1035179.0,oct,10,2011
Miscellaneous Sectors,2012,3206231.0,oct,10,2011
Government,2012,17299205.0,oct,10,2011
State Government (PA),2012,1040385.0,oct,10,2011
"City, School District, Local Quasi Govt.",2012,8774425.0,oct,10,2011
Federal Government (includes US Post Office),2012,7281071.0,oct,10,2011
Other Governments,2012,203324.0,oct,10,2011
Unclassified Accounts,2012,319455.0,oct,10,2011
Construction,2012,3430284.0,nov,11,2011
Manufacturing (includes headquarter offices & factories),2012,7500277.0,nov,11,2011
"Chemicals, Petroleum Refining",2012,1313096.0,nov,11,2011
Pharmaceuticals,2012,1390621.0,nov,11,2011
Transportation Equipment,2012,786232.0,nov,11,2011
Food & Beverage Products,2012,1181462.0,nov,11,2011
"Machinery, Electronic, and Other Electric Equipment",2012,633920.0,nov,11,2011
Metal Manufacturing,2012,580367.0,nov,11,2011
Miscellaneous Manufacturing,2012,1614579.0,nov,11,2011
Public Utilities,2012,1511862.0,nov,11,2011
Transportation and Warehousing,2012,4134036.0,nov,11,2011
Telecommunication,2012,2183630.0,nov,11,2011
"Publishing, Broadcasting, and Other Information",2012,1631633.0,nov,11,2011
Wholesale Trade,2012,2754823.0,nov,11,2011
Retail Trade,2012,5471865.0,nov,11,2011
Banking & Credit Unions,2012,2408813.0,nov,11,2011
Securities / Financial Investments,2012,2351402.0,nov,11,2011
Insurance,2012,3983594.0,nov,11,2011
"Real Estate, Rental and Leasing",2012,1623527.0,nov,11,2011
Health and Social Services,2012,27587249.0,nov,11,2011
Hospitals,2012,16419593.0,nov,11,2011
"Doctors, Dentists, and Other Health Practitioners",2012,3346608.0,nov,11,2011
Outpatient Care Centers and Other Health Services,2012,3213919.0,nov,11,2011
Nursing & Personal Care Facilities,2012,2463549.0,nov,11,2011
Social Services,2012,2143581.0,nov,11,2011
Education,2012,12517968.0,nov,11,2011
College and Universities,2012,10091917.0,nov,11,2011
"Elementary, Secondary Schools (except public schools)",2012,1650467.0,nov,11,2011
Other Educational Services,2012,775584.0,nov,11,2011
Professional  Services,2012,11637487.0,nov,11,2011
Legal Services,2012,4394570.0,nov,11,2011
Management Consulting,2012,2201573.0,nov,11,2011
Engineering & Architectural Services,2012,1555696.0,nov,11,2011
Computer,2012,956992.0,nov,11,2011
"Accounting, Auditing, Bookkeeping",2012,1163458.0,nov,11,2011
Advertising and Other Professional Services,2012,1365198.0,nov,11,2011
Hotels,2012,813016.0,nov,11,2011
Restaurants,2012,3163859.0,nov,11,2011
Sport Teams,2012,900498.0,nov,11,2011
"Arts, Entertainment, and Other Recreation",2012,816186.0,nov,11,2011
Other Sectors,2012,8152843.0,nov,11,2011
Membership Organizations,2012,2382346.0,nov,11,2011
Employment/Outsourcing Agencies,2012,1904871.0,nov,11,2011
Security and Investigation Services,2012,584027.0,nov,11,2011
Services to Buildings,2012,870647.0,nov,11,2011
Miscellaneous Sectors,2012,2410952.0,nov,11,2011
Government,2012,19766695.0,nov,11,2011
State Government (PA),2012,936637.0,nov,11,2011
"City, School District, Local Quasi Govt.",2012,10968303.0,nov,11,2011
Federal Government (includes US Post Office),2012,7674426.0,nov,11,2011
Other Governments,2012,187329.0,nov,11,2011
Unclassified Accounts,2012,220713.0,nov,11,2011
Construction,2012,3196887.0,dec,12,2011
Manufacturing (includes headquarter offices & factories),2012,6999874.0,dec,12,2011
"Chemicals, Petroleum Refining",2012,951352.0,dec,12,2011
Pharmaceuticals,2012,1200915.0,dec,12,2011
Transportation Equipment,2012,783313.0,dec,12,2011
Food & Beverage Products,2012,1076421.0,dec,12,2011
"Machinery, Electronic, and Other Electric Equipment",2012,625757.0,dec,12,2011
Metal Manufacturing,2012,618563.0,dec,12,2011
Miscellaneous Manufacturing,2012,1743554.0,dec,12,2011
Public Utilities,2012,806972.0,dec,12,2011
Transportation and Warehousing,2012,3653208.0,dec,12,2011
Telecommunication,2012,1951680.0,dec,12,2011
"Publishing, Broadcasting, and Other Information",2012,1512393.0,dec,12,2011
Wholesale Trade,2012,2539014.0,dec,12,2011
Retail Trade,2012,4911949.0,dec,12,2011
Banking & Credit Unions,2012,2357066.0,dec,12,2011
Securities / Financial Investments,2012,2720538.0,dec,12,2011
Insurance,2012,3346548.0,dec,12,2011
"Real Estate, Rental and Leasing",2012,1846015.0,dec,12,2011
Health and Social Services,2012,22656710.0,dec,12,2011
Hospitals,2012,12436279.0,dec,12,2011
"Doctors, Dentists, and Other Health Practitioners",2012,2694768.0,dec,12,2011
Outpatient Care Centers and Other Health Services,2012,3004688.0,dec,12,2011
Nursing & Personal Care Facilities,2012,2462254.0,dec,12,2011
Social Services,2012,2058721.0,dec,12,2011
Education,2012,15137437.0,dec,12,2011
College and Universities,2012,12714907.0,dec,12,2011
"Elementary, Secondary Schools (except public schools)",2012,1690111.0,dec,12,2011
Other Educational Services,2012,732419.0,dec,12,2011
Professional  Services,2012,12074597.0,dec,12,2011
Legal Services,2012,4554663.0,dec,12,2011
Management Consulting,2012,2476287.0,dec,12,2011
Engineering & Architectural Services,2012,1534284.0,dec,12,2011
Computer,2012,971727.0,dec,12,2011
"Accounting, Auditing, Bookkeeping",2012,1075228.0,dec,12,2011
Advertising and Other Professional Services,2012,1462407.0,dec,12,2011
Hotels,2012,728520.0,dec,12,2011
Restaurants,2012,3048118.0,dec,12,2011
Sport Teams,2012,1476163.0,dec,12,2011
"Arts, Entertainment, and Other Recreation",2012,692125.0,dec,12,2011
Other Sectors,2012,7324009.0,dec,12,2011
Membership Organizations,2012,2241146.0,dec,12,2011
Employment/Outsourcing Agencies,2012,1690605.0,dec,12,2011
Security and Investigation Services,2012,550723.0,dec,12,2011
Services to Buildings,2012,804760.0,dec,12,2011
Miscellaneous Sectors,2012,2036774.0,dec,12,2011
Government,2012,16418777.0,dec,12,2011
State Government (PA),2012,915494.0,dec,12,2011
"City, School District, Local Quasi Govt.",2012,8838951.0,dec,12,2011
Federal Government (includes US Post Office),2012,6498991.0,dec,12,2011
Other Governments,2012,165342.0,dec,12,2011
Unclassified Accounts,2012,76804.0,dec,12,2011
Construction,2012,4562390.0,jan,1,2012
Manufacturing (includes headquarter offices & factories),2012,9650715.0,jan,1,2012
"Chemicals, Petroleum Refining",2012,1322113.0,jan,1,2012
Pharmaceuticals,2012,2019668.0,jan,1,2012
Transportation Equipment,2012,754332.0,jan,1,2012
Food & Beverage Products,2012,1306649.0,jan,1,2012
"Machinery, Electronic, and Other Electric Equipment",2012,913402.0,jan,1,2012
Metal Manufacturing,2012,832453.0,jan,1,2012
Miscellaneous Manufacturing,2012,2502097.0,jan,1,2012
Public Utilities,2012,1069415.0,jan,1,2012
Transportation and Warehousing,2012,4554083.0,jan,1,2012
Telecommunication,2012,2175138.0,jan,1,2012
"Publishing, Broadcasting, and Other Information",2012,2256952.0,jan,1,2012
Wholesale Trade,2012,4908137.0,jan,1,2012
Retail Trade,2012,7587648.0,jan,1,2012
Banking & Credit Unions,2012,3332175.0,jan,1,2012
Securities / Financial Investments,2012,5174893.0,jan,1,2012
Insurance,2012,4372689.0,jan,1,2012
"Real Estate, Rental and Leasing",2012,2603842.0,jan,1,2012
Health and Social Services,2012,28683120.0,jan,1,2012
Hospitals,2012,13392827.0,jan,1,2012
"Doctors, Dentists, and Other Health Practitioners",2012,5508818.0,jan,1,2012
Outpatient Care Centers and Other Health Services,2012,3994478.0,jan,1,2012
Nursing & Personal Care Facilities,2012,2927963.0,jan,1,2012
Social Services,2012,2859034.0,jan,1,2012
Education,2012,6579508.0,jan,1,2012
College and Universities,2012,3588107.0,jan,1,2012
"Elementary, Secondary Schools (except public schools)",2012,1924119.0,jan,1,2012
Other Educational Services,2012,1067282.0,jan,1,2012
Professional  Services,2012,26042264.0,jan,1,2012
Legal Services,2012,14018582.0,jan,1,2012
Management Consulting,2012,4694312.0,jan,1,2012
Engineering & Architectural Services,2012,1935845.0,jan,1,2012
Computer,2012,1383459.0,jan,1,2012
"Accounting, Auditing, Bookkeeping",2012,1499330.0,jan,1,2012
Advertising and Other Professional Services,2012,2510736.0,jan,1,2012
Hotels,2012,805889.0,jan,1,2012
Restaurants,2012,3695406.0,jan,1,2012
Sport Teams,2012,1104156.0,jan,1,2012
"Arts, Entertainment, and Other Recreation",2012,1059888.0,jan,1,2012
Other Sectors,2012,10586820.0,jan,1,2012
Membership Organizations,2012,3141579.0,jan,1,2012
Employment/Outsourcing Agencies,2012,2164465.0,jan,1,2012
Security and Investigation Services,2012,636918.0,jan,1,2012
Services to Buildings,2012,1014692.0,jan,1,2012
Miscellaneous Sectors,2012,3629166.0,jan,1,2012
Government,2012,13260461.0,jan,1,2012
State Government (PA),2012,1154841.0,jan,1,2012
"City, School District, Local Quasi Govt.",2012,8983526.0,jan,1,2012
Federal Government (includes US Post Office),2012,2909702.0,jan,1,2012
Other Governments,2012,212392.0,jan,1,2012
Unclassified Accounts,2012,308751.0,jan,1,2012
Construction,2012,3060015.0,feb,2,2012
Manufacturing (includes headquarter offices & factories),2012,8022669.0,feb,2,2012
"Chemicals, Petroleum Refining",2012,1594098.0,feb,2,2012
Pharmaceuticals,2012,1452429.0,feb,2,2012
Transportation Equipment,2012,886580.0,feb,2,2012
Food & Beverage Products,2012,1121636.0,feb,2,2012
"Machinery, Electronic, and Other Electric Equipment",2012,739737.0,feb,2,2012
Metal Manufacturing,2012,608456.0,feb,2,2012
Miscellaneous Manufacturing,2012,1619734.0,feb,2,2012
Public Utilities,2012,1636405.0,feb,2,2012
Transportation and Warehousing,2012,4509155.0,feb,2,2012
Telecommunication,2012,3148846.0,feb,2,2012
"Publishing, Broadcasting, and Other Information",2012,2849132.0,feb,2,2012
Wholesale Trade,2012,2421157.0,feb,2,2012
Retail Trade,2012,5649496.0,feb,2,2012
Banking & Credit Unions,2012,4377038.0,feb,2,2012
Securities / Financial Investments,2012,3630528.0,feb,2,2012
Insurance,2012,4461489.0,feb,2,2012
"Real Estate, Rental and Leasing",2012,1820760.0,feb,2,2012
Health and Social Services,2012,25820242.0,feb,2,2012
Hospitals,2012,14865474.0,feb,2,2012
"Doctors, Dentists, and Other Health Practitioners",2012,3106023.0,feb,2,2012
Outpatient Care Centers and Other Health Services,2012,3294433.0,feb,2,2012
Nursing & Personal Care Facilities,2012,2448721.0,feb,2,2012
Social Services,2012,2105591.0,feb,2,2012
Education,2012,11386979.0,feb,2,2012
College and Universities,2012,9041377.0,feb,2,2012
"Elementary, Secondary Schools (except public schools)",2012,1615868.0,feb,2,2012
Other Educational Services,2012,729734.0,feb,2,2012
Professional  Services,2012,12278502.0,feb,2,2012
Legal Services,2012,5061368.0,feb,2,2012
Management Consulting,2012,2311681.0,feb,2,2012
Engineering & Architectural Services,2012,1215436.0,feb,2,2012
Computer,2012,983913.0,feb,2,2012
"Accounting, Auditing, Bookkeeping",2012,1257926.0,feb,2,2012
Advertising and Other Professional Services,2012,1448178.0,feb,2,2012
Hotels,2012,754236.0,feb,2,2012
Restaurants,2012,1320805.0,feb,2,2012
Sport Teams,2012,1012526.0,feb,2,2012
"Arts, Entertainment, and Other Recreation",2012,626146.0,feb,2,2012
Other Sectors,2012,7777033.0,feb,2,2012
Membership Organizations,2012,2375168.0,feb,2,2012
Employment/Outsourcing Agencies,2012,1635533.0,feb,2,2012
Security and Investigation Services,2012,583008.0,feb,2,2012
Services to Buildings,2012,737464.0,feb,2,2012
Miscellaneous Sectors,2012,2445860.0,feb,2,2012
Government,2012,14391298.0,feb,2,2012
State Government (PA),2012,895355.0,feb,2,2012
"City, School District, Local Quasi Govt.",2012,10647922.0,feb,2,2012
Federal Government (includes US Post Office),2012,2693267.0,feb,2,2012
Other Governments,2012,154755.0,feb,2,2012
Unclassified Accounts,2012,211150.0,feb,2,2012
Construction,2012,2922905.0,mar,3,2012
Manufacturing (includes headquarter offices & factories),2012,10478965.0,mar,3,2012
"Chemicals, Petroleum Refining",2012,1947818.0,mar,3,2012
Pharmaceuticals,2012,3789556.0,mar,3,2012
Transportation Equipment,2012,678541.0,mar,3,2012
Food & Beverage Products,2012,1072121.0,mar,3,2012
"Machinery, Electronic, and Other Electric Equipment",2012,674087.0,mar,3,2012
Metal Manufacturing,2012,726206.0,mar,3,2012
Miscellaneous Manufacturing,2012,1590637.0,mar,3,2012
Public Utilities,2012,771003.0,mar,3,2012
Transportation and Warehousing,2012,3704522.0,mar,3,2012
Telecommunication,2012,4615834.0,mar,3,2012
"Publishing, Broadcasting, and Other Information",2012,1815663.0,mar,3,2012
Wholesale Trade,2012,2347644.0,mar,3,2012
Retail Trade,2012,4819709.0,mar,3,2012
Banking & Credit Unions,2012,2629293.0,mar,3,2012
Securities / Financial Investments,2012,5362238.0,mar,3,2012
Insurance,2012,9750215.0,mar,3,2012
"Real Estate, Rental and Leasing",2012,2100002.0,mar,3,2012
Health and Social Services,2012,23041440.0,mar,3,2012
Hospitals,2012,12937138.0,mar,3,2012
"Doctors, Dentists, and Other Health Practitioners",2012,2657091.0,mar,3,2012
Outpatient Care Centers and Other Health Services,2012,2964229.0,mar,3,2012
Nursing & Personal Care Facilities,2012,2430849.0,mar,3,2012
Social Services,2012,2052133.0,mar,3,2012
Education,2012,9770207.0,mar,3,2012
College and Universities,2012,7341734.0,mar,3,2012
"Elementary, Secondary Schools (except public schools)",2012,1648304.0,mar,3,2012
Other Educational Services,2012,780170.0,mar,3,2012
Professional  Services,2012,11182373.0,mar,3,2012
Legal Services,2012,3882824.0,mar,3,2012
Management Consulting,2012,2422881.0,mar,3,2012
Engineering & Architectural Services,2012,1287484.0,mar,3,2012
Computer,2012,1049330.0,mar,3,2012
"Accounting, Auditing, Bookkeeping",2012,1087239.0,mar,3,2012
Advertising and Other Professional Services,2012,1452615.0,mar,3,2012
Hotels,2012,725292.0,mar,3,2012
Restaurants,2012,2496133.0,mar,3,2012
Sport Teams,2012,939361.0,mar,3,2012
"Arts, Entertainment, and Other Recreation",2012,670042.0,mar,3,2012
Other Sectors,2012,7442177.0,mar,3,2012
Membership Organizations,2012,2267574.0,mar,3,2012
Employment/Outsourcing Agencies,2012,1761999.0,mar,3,2012
Security and Investigation Services,2012,556031.0,mar,3,2012
Services to Buildings,2012,635515.0,mar,3,2012
Miscellaneous Sectors,2012,2221057.0,mar,3,2012
Government,2012,14636255.0,mar,3,2012
State Government (PA),2012,920120.0,mar,3,2012
"City, School District, Local Quasi Govt.",2012,8822678.0,mar,3,2012
Federal Government (includes US Post Office),2012,4726789.0,mar,3,2012
Other Governments,2012,166667.0,mar,3,2012
Unclassified Accounts,2012,77631.0,mar,3,2012
Construction,2012,3516925.0,apr,4,2012
Manufacturing (includes headquarter offices & factories),2012,9318770.0,apr,4,2012
"Chemicals, Petroleum Refining",2012,1332447.0,apr,4,2012
Pharmaceuticals,2012,1873035.0,apr,4,2012
Transportation Equipment,2012,787752.0,apr,4,2012
Food & Beverage Products,2012,1377153.0,apr,4,2012
"Machinery, Electronic, and Other Electric Equipment",2012,805091.0,apr,4,2012
Metal Manufacturing,2012,910107.0,apr,4,2012
Miscellaneous Manufacturing,2012,2233186.0,apr,4,2012
Public Utilities,2012,1067390.0,apr,4,2012
Transportation and Warehousing,2012,4145264.0,apr,4,2012
Telecommunication,2012,4065851.0,apr,4,2012
"Publishing, Broadcasting, and Other Information",2012,2455520.0,apr,4,2012
Wholesale Trade,2012,3716598.0,apr,4,2012
Retail Trade,2012,7247457.0,apr,4,2012
Banking & Credit Unions,2012,3745853.0,apr,4,2012
Securities / Financial Investments,2012,4859068.0,apr,4,2012
Insurance,2012,4982284.0,apr,4,2012
"Real Estate, Rental and Leasing",2012,2595559.0,apr,4,2012
Health and Social Services,2012,26136327.0,apr,4,2012
Hospitals,2012,13145600.0,apr,4,2012
"Doctors, Dentists, and Other Health Practitioners",2012,3765942.0,apr,4,2012
Outpatient Care Centers and Other Health Services,2012,3665008.0,apr,4,2012
Nursing & Personal Care Facilities,2012,2870479.0,apr,4,2012
Social Services,2012,2689299.0,apr,4,2012
Education,2012,13714309.0,apr,4,2012
College and Universities,2012,10567181.0,apr,4,2012
"Elementary, Secondary Schools (except public schools)",2012,1997898.0,apr,4,2012
Other Educational Services,2012,1149230.0,apr,4,2012
Professional  Services,2012,14543348.0,apr,4,2012
Legal Services,2012,4990048.0,apr,4,2012
Management Consulting,2012,3023787.0,apr,4,2012
Engineering & Architectural Services,2012,1626318.0,apr,4,2012
Computer,2012,1513189.0,apr,4,2012
"Accounting, Auditing, Bookkeeping",2012,1312822.0,apr,4,2012
Advertising and Other Professional Services,2012,2077184.0,apr,4,2012
Hotels,2012,876406.0,apr,4,2012
Restaurants,2012,3684453.0,apr,4,2012
Sport Teams,2012,2044734.0,apr,4,2012
"Arts, Entertainment, and Other Recreation",2012,1014857.0,apr,4,2012
Other Sectors,2012,10076034.0,apr,4,2012
Membership Organizations,2012,2986716.0,apr,4,2012
Employment/Outsourcing Agencies,2012,1946402.0,apr,4,2012
Security and Investigation Services,2012,750622.0,apr,4,2012
Services to Buildings,2012,1116094.0,apr,4,2012
Miscellaneous Sectors,2012,3276200.0,apr,4,2012
Government,2012,20951527.0,apr,4,2012
State Government (PA),2012,1057265.0,apr,4,2012
"City, School District, Local Quasi Govt.",2012,8769877.0,apr,4,2012
Federal Government (includes US Post Office),2012,10934608.0,apr,4,2012
Other Governments,2012,189777.0,apr,4,2012
Unclassified Accounts,2012,303833.0,apr,4,2012
Construction,2012,3417226.0,may,5,2012
Manufacturing (includes headquarter offices & factories),2012,7886750.0,may,5,2012
"Chemicals, Petroleum Refining",2012,1362175.0,may,5,2012
Pharmaceuticals,2012,1541263.0,may,5,2012
Transportation Equipment,2012,852834.0,may,5,2012
Food & Beverage Products,2012,1216829.0,may,5,2012
"Machinery, Electronic, and Other Electric Equipment",2012,701420.0,may,5,2012
Metal Manufacturing,2012,609441.0,may,5,2012
Miscellaneous Manufacturing,2012,1602788.0,may,5,2012
Public Utilities,2012,970544.0,may,5,2012
Transportation and Warehousing,2012,4101181.0,may,5,2012
Telecommunication,2012,2568615.0,may,5,2012
"Publishing, Broadcasting, and Other Information",2012,1850814.0,may,5,2012
Wholesale Trade,2012,2744627.0,may,5,2012
Retail Trade,2012,5934801.0,may,5,2012
Banking & Credit Unions,2012,2434227.0,may,5,2012
Securities / Financial Investments,2012,3434009.0,may,5,2012
